price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,month,day,is_renovated
625000.0,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,Snoqualmie,5,20,0
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,Seattle,5,20,0
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,Seattle,5,20,0
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,Seattle,5,20,0
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,Kirkland,5,20,0
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,Seattle,5,20,0
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,Seattle,5,20,0
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,Renton,5,20,0
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,Seattle,5,20,0
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,Auburn,5,20,1
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,Snoqualmie,5,20,0
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,Seattle,5,20,0
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,Issaquah,5,20,0
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,Other,5,21,0
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,Seattle,5,21,1
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,Issaquah,5,21,0
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,Seattle,5,21,0
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,Kirkland,5,21,1
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,Des Moines,5,21,0
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,Redmond,5,21,1
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,Bellevue,5,21,1
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,Seattle,5,21,1
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,Other,5,21,1
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,Renton,5,21,0
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,Sammamish,5,21,0
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,Other,5,21,0
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,Seattle,5,21,0
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,Seattle,5,21,0
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,Kirkland,5,21,1
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,Kirkland,5,21,0
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,Other,5,21,1
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,Seattle,5,21,1
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,Auburn,5,21,0
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,Other,5,21,0
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,Seattle,5,21,1
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,Other,5,21,1
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,Other,5,21,0
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,Sammamish,5,21,1
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,Seattle,5,21,1
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,Kirkland,5,21,0
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,Auburn,5,21,0
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,Seattle,5,21,1
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,Seattle,5,21,0
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,Other,5,21,1
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,Seattle,5,21,1
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,Seattle,5,21,1
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,Auburn,5,21,0
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,Kirkland,5,21,1
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,Des Moines,5,21,0
405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,Des Moines,5,21,0
360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,300,Seattle,5,21,1
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,Kent,5,21,1
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,Maple Valley,5,21,0
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,Seattle,5,21,1
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,Snoqualmie,5,21,1
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,Renton,5,21,1
668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,Shoreline,5,21,1
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,Renton,5,21,0
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,Seattle,5,21,1
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,Seattle,5,21,1
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,Shoreline,5,21,1
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,Seattle,5,21,0
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,Kenmore,5,21,0
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,Seattle,5,21,1
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,Other,5,21,0
525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,500,Seattle,5,21,0
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,Seattle,5,21,0
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,Kirkland,5,21,0
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,Bellevue,5,21,0
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,Issaquah,5,21,0
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,Seattle,5,21,1
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,Sammamish,5,21,1
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,Federal Way,5,21,1
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,Kirkland,5,21,1
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,Maple Valley,5,21,0
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,Shoreline,5,21,0
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,Seattle,5,21,1
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,Issaquah,5,21,0
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,Seattle,5,21,0
260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,Auburn,5,21,1
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,Kirkland,5,21,0
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,Redmond,5,21,0
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,Seattle,5,21,0
1030000.0,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,Kirkland,5,21,0
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,Kirkland,5,21,0
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,Issaquah,5,21,0
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,Seattle,5,21,0
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,Renton,5,22,0
275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,Other,5,22,0
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,Other,5,22,1
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,Sammamish,5,22,1
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,Seattle,5,22,0
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,Bellevue,5,22,0
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,Other,5,22,1
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,Redmond,5,22,0
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,Seattle,5,22,0
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,Seattle,5,22,1
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,Seattle,5,22,0
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,Kent,5,22,1
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,Other,5,22,0
604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,Des Moines,5,22,1
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,Seattle,5,22,0
270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,Seattle,5,22,0
432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,Seattle,5,22,0
300000.0,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,Renton,5,22,0
361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,Des Moines,5,22,0
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,Burien,5,22,0
320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,Other,5,22,0
305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,Seattle,5,22,0
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,Seattle,5,22,0
657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,Seattle,5,22,1
385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,Bellevue,5,22,0
389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,Federal Way,5,22,0
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,Seattle,5,22,1
254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,Auburn,5,22,1
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,Bellevue,5,22,0
1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,Bellevue,5,22,1
245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,Federal Way,5,22,1
319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,Seattle,5,22,0
337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,Seattle,5,22,0
492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,Seattle,5,22,1
348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,Kirkland,5,22,1
180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,Renton,5,22,1
400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,Seattle,5,22,1
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,Other,5,22,0
910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,Redmond,5,22,1
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,Seattle,5,22,0
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,Other,5,22,1
677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,Seattle,5,22,0
635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,Sammamish,5,22,1
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,Other,5,22,0
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,Seattle,5,22,1
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,Seattle,5,22,0
398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,Other,5,22,1
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,Other,5,22,0
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,Redmond,5,22,0
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,Seattle,5,22,1
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,Sammamish,5,22,0
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,Snoqualmie,5,22,0
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,Seattle,5,22,0
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,Kirkland,5,22,1
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,Redmond,5,22,0
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,Bellevue,5,22,0
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,Seattle,5,22,1
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,Seattle,5,22,0
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,Federal Way,5,22,0
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,Kent,5,22,0
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,Other,5,22,0
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,Seattle,5,22,0
1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,Issaquah,5,22,0
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,Seattle,5,22,0
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,Seattle,5,22,0
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,Seattle,5,22,1
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,Redmond,5,22,0
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,Seattle,5,22,0
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,Auburn,5,22,0
353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,Seattle,5,22,0
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,Seattle,5,22,0
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,Seattle,5,23,1
80000.0,1.0,0.75,430,5050,1.0,0,0,2,430,0,Other,5,23,0
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,Bellevue,5,23,0
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,Other,5,23,0
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,Seattle,5,23,1
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,Seattle,5,23,1
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,Bellevue,5,23,0
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,Federal Way,5,23,0
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,Seattle,5,23,0
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,Other,5,23,0
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,Renton,5,23,0
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,Other,5,23,1
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,Other,5,23,1
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,Seattle,5,23,1
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,Seattle,5,23,1
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,Renton,5,23,0
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,Seattle,5,23,1
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,Seattle,5,23,0
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,Sammamish,5,23,0
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,Bellevue,5,23,0
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,Shoreline,5,23,1
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,Seattle,5,23,1
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,Seattle,5,23,1
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,Redmond,5,23,0
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,Seattle,5,23,1
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,Seattle,5,23,0
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,Redmond,5,23,0
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,Seattle,5,23,1
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,Renton,5,23,1
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,Issaquah,5,23,0
433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,Bellevue,5,23,0
275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,Federal Way,5,23,1
410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,Kirkland,5,23,1
554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,Burien,5,23,1
735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,Redmond,5,23,0
607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,Bellevue,5,23,1
258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,Maple Valley,5,23,1
661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,Seattle,5,23,0
945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,Other,5,23,1
132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,Auburn,5,23,1
467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,Redmond,5,23,1
641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,Seattle,5,23,0
350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,Shoreline,5,23,1
335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,Renton,5,23,0
440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,Issaquah,5,23,0
464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,Seattle,5,23,1
300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,Seattle,5,23,1
670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,Seattle,5,23,1
552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,Seattle,5,23,1
244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,Seattle,5,23,1
788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,Redmond,5,23,0
445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,Renton,5,23,1
530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,Seattle,5,23,1
90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,Seattle,5,23,1
585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,Seattle,5,23,0
498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,Kirkland,5,23,1
379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,Seattle,5,23,1
462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,Seattle,5,23,1
388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,Renton,5,23,0
255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,Kent,5,23,0
665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,Bellevue,5,23,0
550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,Bellevue,5,23,0
606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,Seattle,5,23,1
334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,Seattle,5,23,0
360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,Seattle,5,23,0
235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,Seattle,5,23,0
580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,Seattle,5,23,0
355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,Seattle,5,23,0
375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,Seattle,5,23,0
372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,Other,5,24,0
479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,Seattle,5,24,1
501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,Seattle,5,24,1
245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,Maple Valley,5,24,0
496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,Issaquah,5,24,0
347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,Auburn,5,24,0
199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,Renton,5,24,0
440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,Snoqualmie,5,24,0
820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,Sammamish,5,24,0
325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,Other,5,25,0
195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,Other,5,25,0
295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,Maple Valley,5,25,0
355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,Shoreline,5,25,0
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,Seattle,5,26,1
370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,Shoreline,5,26,0
346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,Renton,5,26,0
172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,Auburn,5,26,1
379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,Kenmore,5,26,0
468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,Seattle,5,27,1
477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,Seattle,5,27,0
529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,Seattle,5,27,0
312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,Seattle,5,27,1
326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,Seattle,5,27,1
360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,Seattle,5,27,1
438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,Kenmore,5,27,1
360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,Shoreline,5,27,1
1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,Seattle,5,27,1
688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,Seattle,5,27,1
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,Issaquah,5,27,0
265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,Kent,5,27,0
375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,Kirkland,5,27,1
326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,Other,5,27,1
160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,Seattle,5,27,0
735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,Sammamish,5,27,1
400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,Seattle,5,27,0
800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,Kirkland,5,27,1
949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,Bellevue,5,27,0
405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,Shoreline,5,27,1
399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,Renton,5,27,1
730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,Seattle,5,27,0
260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,Other,5,27,0
751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,Seattle,5,27,0
325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,Kent,5,27,0
344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,Kent,5,27,1
457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,Seattle,5,27,0
389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,Kenmore,5,27,0
515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,Renton,5,27,0
732000.0,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,Seattle,5,27,1
415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,Shoreline,5,27,1
535000.0,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,Seattle,5,27,1
540000.0,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,Seattle,5,27,1
525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,Seattle,5,27,0
283200.0,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,Kent,5,27,1
1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,Seattle,5,27,0
495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,Bellevue,5,27,0
292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,Other,5,27,0
415000.0,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,Kirkland,5,27,1
295832.0,5.0,1.0,1410,6400,1.0,0,0,5,960,450,Des Moines,5,27,0
450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,Other,5,27,0
499950.0,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,Seattle,5,27,0
465000.0,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,Kirkland,5,27,0
329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,Seattle,5,27,0
475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,Redmond,5,27,0
255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,Shoreline,5,27,1
435000.0,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,Seattle,5,27,1
685000.0,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,Bellevue,5,27,0
715000.0,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,Redmond,5,27,0
780000.0,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,Seattle,5,27,1
345000.0,2.0,1.5,1180,844,2.0,0,0,3,990,190,Seattle,5,27,0
355000.0,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,Renton,5,27,0
282000.0,3.0,2.5,1680,15711,1.0,0,0,3,1240,440,Kent,5,27,0
244000.0,3.0,1.0,910,5250,1.0,0,0,4,910,0,Burien,5,27,0
967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,Seattle,5,27,1
375000.0,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,Seattle,5,27,1
994000.0,3.0,2.25,2510,6339,1.5,0,2,5,1810,700,Seattle,5,27,1
313000.0,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,Shoreline,5,27,1
304000.0,3.0,1.0,900,7500,1.0,0,0,4,900,0,Kirkland,5,27,0
675000.0,3.0,2.5,2540,7680,2.0,0,1,4,2540,0,Seattle,5,27,1
305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,Renton,5,27,0
280000.0,3.0,1.0,1200,6250,1.0,0,0,3,920,280,Seattle,5,27,1
960000.0,5.0,4.0,3720,15200,2.0,0,0,3,3720,0,Sammamish,5,27,0
500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,Issaquah,5,27,1
274950.0,3.0,1.75,1670,7415,1.0,0,0,3,1320,350,Other,5,27,1
